lncRNA,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128
OIP5-AS1,-0.05685136,0.13959089,-0.092922516,-0.031048624,-0.0025036717,0.17276321,-0.08690941,-0.13735579,0.09763458,0.031756595,-0.027715333,0.10386145,0.06751253,0.025620297,0.10847867,0.056035716,0.03389653,-0.03520785,0.025647828,0.08972183,0.06795332,-0.023095492,0.055241622,-0.16857165,0.039987925,0.10848003,0.14701842,0.07887094,-0.15753774,0.0032643806,0.07304927,-0.07120243,-0.1024983,0.07446736,-0.004755729,-0.031618387,0.10550305,0.12393987,0.15483144,-0.0124588385,0.026699381,-0.0073410217,0.023637159,-0.11261129,0.097800896,-0.14250843,0.027070355,0.018647041,0.06855077,0.0147860255,-0.05026199,0.043239474,0.023574425,0.011979587,-0.06882702,0.14657286,0.0011918747,-0.008812888,-0.059604883,-0.0030292643,0.026960323,0.021681221,0.014486922,0.03741608,-0.09687704,0.15835272,0.108097725,0.4427328,0.092297815,-0.008781745,-0.058454122,0.05680791,-0.02410025,-0.13523552,-0.025133066,0.005333802,-0.12483146,0.019168809,-0.0823952,-0.085497975,-0.025481729,-0.032354858,-0.10097855,-0.01454977,0.106957115,-0.07646011,-0.019798947,0.1702503,0.018257745,0.039785154,-0.03025059,-0.02873399,-0.089110956,-0.053894617,-0.06486596,-0.0317894,-0.0399831,-0.061890185,-0.13423996,-0.04537842,-0.063298896,-0.0013016169,0.016188068,-0.028656816,-0.16825953,0.11976122,-0.042897098,-0.052098498,0.041892495,0.018733378,-0.0036638158,0.12828039,0.20238672,0.06071782,-0.03810482,-0.11421693,0.07450753,0.018794438,-0.17848065,0.020404393,0.08958344,0.044668574,-0.021634452,0.07358992,-0.11165079,-0.0061145844,0.15377356,0.12736556
XIST,-0.0913667,0.10845029,0.036406234,0.039627247,0.04173627,0.008724021,0.107976034,-0.10019778,0.041808724,-0.11240667,0.04313693,0.052707292,-0.0032263473,0.018655322,0.050603583,-0.14485909,-0.041482404,-0.12467582,-0.07399414,0.021423629,-0.03413241,0.015381324,-0.037584584,0.14310466,-0.001965231,-0.10901713,-0.031533845,0.1910404,-0.05566004,0.16766816,-0.18085043,-0.16952944,0.010122953,0.014069354,-0.057433106,0.0010363172,-0.007813142,-0.029756641,-0.027208956,0.0034352068,-0.06448789,0.07544432,-0.2673618,0.16401164,0.069253325,0.19342998,-0.007899895,0.05415591,-0.030927828,-0.027385425,-0.012696971,0.029325064,-0.25796074,-0.111928046,-0.1513731,0.063571304,0.072288275,0.079172574,0.044004068,-0.12496188,0.13482206,0.08169835,-0.084115475,-0.087314196,-0.20507342,-0.060711626,0.096027896,-0.1393455,-0.07397442,-0.046339177,0.07988729,-0.09140604,0.11769083,-0.024349838,0.13810454,-0.06689606,0.13385579,-0.02235503,-0.11126225,-0.033336923,-0.10266238,0.048651088,0.05287044,-0.051098887,-0.06782855,-0.030244192,-0.008386834,-0.017726282,0.040319048,0.006968628,-0.006184839,-0.034477383,0.053754833,-0.039228916,-0.017397743,-0.13450201,0.13269104,0.1069002,-0.052836694,0.06737147,0.012195693,0.08991092,-0.047586903,0.08034296,-0.006009297,0.013515689,-0.13689563,-0.22977789,-0.056568563,-0.1488394,-0.0002640098,0.0032947552,0.019880887,0.41039738,0.121905215,0.006828566,0.10471776,-0.11283064,-0.08649769,0.032593552,-0.04380231,0.019461427,0.1616342,-0.063252725,0.2220024,-0.03783958,0.11216803,-0.023005635
SNHG14,-0.0882548,-0.00074708194,0.103756,-0.17693374,-0.06477703,0.06363733,0.10591859,0.07926686,0.043552466,0.034025628,-0.04965861,0.1392924,0.009834986,-0.18439154,0.07944265,-0.0023253658,-0.12528172,-0.117769755,-0.03127192,0.18503065,0.014560823,-0.09002717,-0.13191341,-0.12678812,0.01067668,-0.016798388,-0.037178308,0.14447483,-0.07171839,-0.0662357,-0.015264572,-0.043718215,-0.03510031,0.097921774,-0.18382484,0.015117935,-0.017988177,-0.14840679,0.1670616,-0.054385494,-0.03407401,0.0010600219,0.19631897,-0.017891996,-0.074748285,0.07302494,-0.0811927,-0.02485358,0.08195791,0.0042754705,-0.067273475,-0.077522606,0.02192854,-0.012513701,-0.3076363,0.15527582,0.16418512,0.2476094,0.102934524,0.02723888,-0.030953674,0.17988922,-0.007872709,0.070871525,-0.0023285176,-0.11306301,0.07427423,0.055323433,0.055366855,0.061740197,0.17854276,0.12701906,0.02592762,-0.15982209,0.03146608,-0.012726267,0.053988226,0.15179142,-0.14715835,0.014072848,0.019177184,-0.1158517,-0.084606424,-0.13592431,-0.17241181,-0.030021187,-0.06496052,0.03526938,-0.045357592,-0.27000448,0.08133926,0.06291431,-0.0062835966,0.09618029,0.07526639,-0.41087213,-0.08669312,-0.04676696,0.032778367,-0.023831056,0.06761677,-0.007817164,0.25325033,0.13695428,-0.04056,-0.11157591,-0.2349823,0.0697072,0.086377285,0.034907185,-0.14558956,-0.046694003,0.07235198,0.04117833,-0.108134545,-0.1225277,-0.004128758,0.088649385,0.16233824,0.091108754,0.09062381,0.04572408,-0.045164652,-0.023287347,0.08152676,0.12746403,-0.11975092,-0.03364931
SNHG17,0.047731508,0.02024708,-0.025322529,-0.118716665,0.025203576,0.018955087,-0.20102112,-0.2416128,-0.02037803,0.043188352,-0.14598341,0.103986345,-0.07394515,0.043866947,-0.20803177,-0.04855682,0.0172302,-0.07763901,-0.010504069,0.012277942,-0.029468289,0.04368929,0.036863852,0.05074747,-0.0987971,0.09730654,-0.05050545,-0.09969363,0.24201943,-0.25342923,-0.11199763,0.004241438,0.1315652,0.0011163824,0.12745456,-0.062400013,-0.2165933,-0.0035677685,-0.12750456,0.29579666,0.08317581,0.13146506,0.044633225,-0.17985426,0.07630964,0.05244636,-0.01730192,-0.0727928,0.005953688,0.013521941,-0.13879398,0.17263532,-0.09045383,0.028771922,-0.076613694,0.13178101,0.09289219,0.044823505,0.0061670225,-0.09238408,0.03171525,0.04095326,-0.008485755,-0.23543468,-0.21807882,-0.14693241,0.110044196,-0.035864558,0.026464837,-0.02552233,0.0063115302,-0.113282084,0.08085783,0.034663178,-0.035201684,-0.05117104,0.24430496,0.033829615,-0.08048159,0.09615447,0.11558528,0.014002927,-0.10430159,-0.07020622,-0.24601936,0.2487824,0.111012876,-0.03219457,-0.18103021,-0.08803799,0.059336998,-0.006730014,0.013767403,0.10629837,-0.094607174,0.17752239,0.022768067,0.17911993,-0.104771115,0.09494246,0.060986605,0.019203924,-0.07248584,-0.06958118,-0.04509472,-0.07305966,0.19623917,0.060475733,-0.017109284,-0.00041192793,0.16065787,0.09450778,-0.07179319,-0.02528579,0.0688219,0.04663181,0.21112226,-0.047189802,0.16308396,-0.03995558,0.008799505,0.06304825,-0.2578402,-0.12949893,-0.1183792,-0.056557402,-0.10189487,0.16738562
HULC,-0.027228558,0.05601567,0.121684015,0.0014021075,0.09874748,0.06387874,0.0015925136,-0.10431664,-0.061533187,-0.06662242,0.02084357,-0.10076266,-0.051079985,0.0031580538,0.07228552,0.10053028,-0.13830811,0.117284015,-0.06253917,-0.056665704,0.038584944,-0.1354561,0.065198995,-0.091163486,0.0965404,-0.035365433,-0.052622158,-0.0019184535,0.09529454,0.10627286,-0.020661162,0.042603917,-0.04992293,-0.19128923,0.07554042,-0.004250623,-0.07912019,0.038457062,-0.108629696,0.11375092,-0.0032455362,0.110198475,-0.072781526,0.009765016,0.020072253,0.03547944,-0.0071467925,-2.7654693e-05,0.0808469,0.11372404,0.07577338,-0.117666304,-0.06907334,-0.10456115,-0.061829243,-0.13320202,-0.00055059895,0.04510579,-0.076802045,0.009115142,-0.021596594,0.15922676,-0.029918304,-0.008818637,-0.16286695,0.0026890358,0.11023962,0.033630095,-0.08961794,-0.041257083,-0.046184026,0.21609738,-0.056691766,-0.004910832,-0.13594635,0.0116747795,0.038276438,-0.033792485,0.025198229,-0.05810182,-0.026914699,0.05693157,0.08161576,0.15894075,0.122855656,-0.11149019,0.045789573,0.010036114,-0.02824536,-0.12950653,-0.023767728,-0.066374846,0.08256608,-0.0053996686,0.061010327,0.09569598,0.103962325,-0.14955153,-0.03920846,-0.014567084,-0.003022314,0.009086087,-0.07390853,0.012296127,-0.067155264,-0.12271403,-0.17150159,-0.008532536,0.0297625,-0.032107748,0.11652116,-0.087148614,-0.005001372,-0.088031195,-0.01565894,0.10858724,-0.12391574,0.09950349,-0.014351591,-0.09434613,-0.022714833,0.022133116,-0.07791985,0.016847815,-0.025516467,-0.13384299,-0.033205617,-0.13768716
DSCAM-AS1,-0.1011155,-0.011348852,-0.19142511,0.028808277,-0.0066799517,0.028954804,0.06955869,0.037307877,-0.076970376,-0.07566006,-0.16745846,0.08661522,-0.20362805,-0.30774617,-0.20187718,0.095746785,0.06592696,-0.025775356,0.037435684,-0.077820845,-0.0835387,-0.009843076,0.011971957,-0.013024727,-0.21141723,0.09485559,0.07958934,0.11161664,0.002409495,-0.114921644,0.027091319,-0.29902035,-0.15147868,-0.19659856,0.0030869492,0.021710632,0.024240518,0.018962007,-0.07034638,0.029848179,-0.07383174,-0.0139315585,-0.04376466,-0.078627065,-0.064479895,0.064890355,-0.08618658,0.08060086,-0.3155121,0.11232935,0.07018824,-0.018230727,-0.17454651,0.004762466,0.14172809,-0.017570155,-0.3201495,-0.020054907,-0.062341243,-0.17982207,0.00013658889,-0.16252743,-0.16209595,0.10139953,0.08981566,-0.013354147,0.062836856,-0.17530985,-0.1256159,0.03853604,-0.12707509,0.23426643,0.0002724192,-0.12846357,0.12530866,-0.028698606,-0.01633986,-0.07813312,-0.08876377,-0.2575438,0.09186134,-0.077349,0.012042695,-0.016460145,-0.053676713,0.04354524,-0.10872183,-0.15264727,-0.024228474,-0.037995733,-0.025571357,-0.04380512,-0.023623459,0.0366712,-0.03128051,0.101564094,-0.16291079,0.019738577,-0.06685567,-0.031687617,-0.32149348,0.03129401,0.036391634,0.1517613,0.1252894,-0.080104254,0.08683771,-0.06695245,-0.074353665,0.11447569,0.04704965,-0.21600074,0.07850164,0.24104981,-0.07746076,-0.010734532,-0.1049484,0.027584897,-0.05842347,-0.11312592,0.027569212,-0.2268771,-0.018219205,0.058197908,0.02502668,0.055528786,0.0037896591,-0.16983862
TTN-AS1,-0.09103473,0.15056823,0.05783206,-0.19268571,0.27939227,0.2217263,-0.09417856,-0.12861305,-0.16263983,0.15456581,0.10684952,-0.008424324,0.17069013,-0.11986044,0.10832199,-0.21426344,-0.016369628,-0.023760099,-0.023825647,0.046457585,-0.14416786,-0.09947507,-0.002240819,0.07830083,-0.04833682,0.19876017,0.06653724,0.12930389,0.21717052,-0.14418368,0.2191343,-0.33842522,-0.20486933,-0.06517856,-0.078582644,-0.007033847,0.029829735,0.09448051,0.12544149,0.036005314,0.012507804,-0.030270824,0.07218391,0.05558438,-0.001153628,-0.07432786,0.05859878,0.07308363,-0.100733556,-0.11708081,0.057468016,0.067958936,0.019784674,-0.012682464,-0.0030599362,-0.09899263,0.0309532,0.09660621,0.03183283,0.11611524,-0.034679607,-0.09054146,-0.017361289,-0.021599105,-0.05129494,-0.030463489,0.14300728,-0.019099098,-0.03797144,-0.060317677,-0.022109626,0.10130654,0.017135013,-0.04279613,0.0014581215,-0.11821103,0.09899339,0.050214384,0.0099514,-0.02642632,0.10093986,0.47178477,-0.08329928,0.08370165,-0.039482582,0.1308175,-0.08931464,0.1375326,-0.13902326,0.11121852,-0.13159026,0.07271824,0.18061507,0.015387927,-0.11677472,0.040305704,-0.104759425,0.027294094,0.0011076336,-0.1534362,-0.22503515,-0.1482052,0.08910167,0.0019387985,0.028109264,-0.026205797,0.05722667,0.16511363,-0.07269193,-0.025125356,-0.006022749,-0.099747196,-0.098979466,0.10567384,0.03454154,0.090877,-0.121795334,0.112391755,0.081930794,-0.06116832,-0.11367023,-0.13709012,0.0057573924,-0.047298264,-0.14315727,-0.17156407,-0.06312192,-0.05324089
SNHG16,-0.08279823,-0.01496005,-0.07320792,-0.085928865,0.026084289,-0.074232,0.0025624356,0.25582927,0.035694998,-0.056382354,-0.039689664,-0.1082067,0.0155837415,-0.020503644,-0.015622377,0.024393603,0.25049382,0.12686105,-0.0354279,-0.1347291,-0.028737457,0.061831295,0.010346231,-0.115660496,-0.015390959,0.10064375,0.12467491,-0.040873725,-0.019320045,0.04338809,0.140513,-0.12468371,-0.10237062,0.05727585,0.029792182,0.03093519,0.036453497,-0.026922334,0.046448413,-0.09243293,0.05642587,-0.008590078,0.07486881,0.102437444,-0.01828039,-0.027167328,0.01721661,-0.075617805,-0.14780846,-0.06667826,0.13592856,0.123174176,-0.084682815,0.15595843,-0.07968717,0.019264994,-0.050933294,0.124734566,0.01875642,-0.035189193,-0.22475994,0.023893239,-0.20114276,-0.099770725,-0.006905732,0.016144264,0.026589803,0.0013035275,0.14789896,0.0055667497,0.018854942,0.107210614,-0.008031143,-0.035339244,-0.062421683,-0.23460671,0.14628151,-0.13337727,0.07344866,0.05344136,-0.12957177,0.06857574,0.030476619,0.016617162,0.048727125,-0.055616964,-0.027486786,-0.0032907766,0.0051904535,0.031138964,-0.02545853,-0.06542805,0.022252288,-0.1272353,0.0871146,-0.16655408,-0.1052442,-0.21689023,0.049187943,-0.14451325,-0.07490377,0.009175571,0.015265582,-0.025105618,-0.17778559,0.03827284,0.06989977,-0.16341542,0.13825488,0.003302125,0.10490388,-0.034547932,0.009190107,0.087881975,-0.10940131,0.038546722,-0.054646533,0.054030094,0.16287108,-0.03503942,-0.018625205,-0.02010449,0.015215496,0.14078538,-0.056812424,0.1334139,0.011268253,0.044702053
HOTAIR,-0.20215395,0.024698978,-0.04053364,-0.05406786,-0.10497342,-0.059722964,0.023382105,0.05969523,0.05321146,0.07483924,-0.0775966,-0.012450968,-0.03720962,0.028786177,0.011370923,0.034720555,-0.03659384,0.065485194,0.11451515,-0.03270295,-0.01513055,0.022385603,-0.076852374,0.16736093,0.12835434,-0.06796831,-0.0024921414,-0.050371338,-0.04082156,0.11649516,0.028758815,-0.2517125,-0.19188899,0.005517207,0.09108899,-0.04415051,-0.092146,-0.1293945,-0.088970646,-0.076592185,-0.031129608,-0.055528615,0.082819186,-0.045995075,-0.099634625,-0.04549327,-0.0038506796,-0.07672302,0.09706429,0.04812237,0.043164555,-0.1154175,-0.14189002,-0.04798222,-0.005641594,0.09362295,-0.11327078,-0.014180916,-0.054934207,-0.013412196,0.05862559,-0.03776681,-0.011584256,-0.03397267,-0.10919199,0.023794407,0.039044365,-0.047862284,0.09908102,-0.030210938,0.045129754,-0.054852992,0.017003007,0.085212335,-0.06232746,0.0071992124,0.119288206,0.074501425,-0.1119984,0.08075254,-0.00046532636,-0.0496683,-0.007022301,0.027119344,-0.04719396,0.026654227,0.014006865,-0.078964114,0.036216892,-0.027461154,-0.017612785,0.02991031,-0.12041266,0.011917046,-0.054516945,-0.054492544,0.016898062,-0.03900554,-0.04520293,-0.043040562,-0.101066925,-0.030487828,0.044624466,0.024963835,-0.013932623,-0.08016762,0.052787762,0.020686332,-0.039234858,0.00448134,0.16121028,-0.062153604,0.0036049983,0.042375587,0.0408228,-0.06763374,0.032561716,0.026079392,-0.086324215,-0.23433454,0.007890237,0.07525262,-0.07808553,0.10801186,0.011478144,0.052087914,0.045127124,-0.16394211
FOXD3-AS1,-0.037603825,-0.15523057,-0.086464174,0.079036444,-0.05218211,0.04742985,-0.08771019,-0.004386264,0.04769736,-0.027130092,-0.1388094,0.05532475,-0.054764006,0.02484681,-0.046346392,-0.023740463,0.07565943,-0.15963414,-0.09060427,-0.051289015,0.20976071,-0.044445246,-0.12475075,0.111697264,0.06874994,-0.05243244,0.06369112,0.03488263,0.058343742,0.041133855,-0.016799372,0.033375014,-0.2640099,0.1546058,-0.0276077,-0.0057573724,0.05390777,0.08271141,-0.16548409,0.10697212,-0.047522817,-0.07054714,0.07185164,0.028909033,-0.13579738,-0.012851114,-0.08353698,0.08950565,0.14511347,-0.08239736,-0.20679879,-0.19285944,-0.20183985,-0.18576351,-0.10892102,-0.083942614,0.11618547,0.052145027,-0.19590127,-0.1958513,-0.016781233,0.09586126,-0.108460225,0.012981064,-0.042639136,-0.009777993,0.07813716,-0.034928218,-0.06741485,-0.045655012,0.021136703,0.045494378,0.114217244,0.11761266,0.014790845,-0.029572982,0.06551107,-0.081237845,0.106352955,-0.0615037,0.019820902,0.016432373,-0.08676522,0.020230923,0.016965374,-0.10338588,0.0036236378,0.11049033,-0.07405662,-0.076589875,0.06264614,0.05876074,0.02243442,0.059062302,0.07515629,-0.049797077,0.03732624,-0.09019851,-0.1352521,-0.008153686,0.12806404,-0.14149426,-0.036242418,-0.11333252,-0.02641802,0.10942773,-0.04907633,-0.14636695,-0.014484351,0.156273,0.0358205,0.0069016023,0.08057002,0.00022615539,0.11694503,0.0815653,0.014161765,0.0605004,0.12223199,0.0947258,-0.14606169,0.009142962,-0.05440878,0.10283399,0.12322374,0.048504584,-0.048539888,-0.018433178
H19,-0.057037484,0.06866594,0.048762932,-0.06815287,-0.08395519,0.0222066,0.0041976403,0.10249096,0.009499683,0.014860175,0.07193873,-0.029031482,0.067475885,0.062874235,-0.04385431,-0.13569932,0.064242564,-0.017540514,-0.041241,0.1127971,-0.062470272,0.0036312547,-0.023181548,0.016107611,0.12457096,-0.014858765,0.018860426,0.11417888,0.07997405,0.15175809,0.04780267,0.021399803,0.05881018,-0.04322234,-0.007989308,-0.13995017,0.12580481,0.057209868,0.025847182,0.018100461,-0.005056572,-0.15431467,-0.04480847,0.07018595,-0.13656841,0.013962952,-0.058703583,0.01218198,0.1629092,-0.05241054,0.075349614,0.036949035,-0.07933546,-0.03772563,0.0683732,-0.003311247,-0.05568396,0.1417714,0.0073562693,0.021470264,-0.10626635,-0.048897766,0.02551045,0.03166138,-0.1105609,-0.04299984,-0.09804508,-0.041853357,-0.07658128,0.047859542,-0.066432685,-0.022603469,-0.103958584,0.014694404,-0.13410385,0.067320645,0.044667546,-0.019943217,-0.071414635,0.029433787,0.026619557,-0.055255007,-0.0419519,0.103267595,0.007500011,-0.032309294,-0.09587639,-0.014164134,-0.026739575,0.02896419,0.02230175,-0.061105814,0.02981094,-0.047122538,-0.021300433,-0.014893207,-0.05706471,-0.055190034,0.004919436,-0.016671684,-0.050899614,-0.008395325,-0.038189124,0.057254035,-0.08363332,-0.054192174,-0.0013495635,0.014128559,0.09539366,0.074727125,0.013789547,-0.035765737,-0.028959574,0.02521313,0.06291389,0.10711593,0.052066427,-0.00692111,-0.086160615,-0.03236849,-0.005207148,0.0098944735,0.027472766,-0.012079895,-0.011153821,0.07939257,0.11027133,-0.098894864
MEG3,0.11388583,0.011002786,-0.06410447,0.05758632,-0.2474302,-0.06738336,0.0586964,-0.122509725,0.029544495,-0.056533784,0.027214319,0.096756816,-0.1088925,0.023470838,-0.08308019,0.04307881,-0.035350055,-0.16707939,-0.039575122,0.06015499,-0.037171103,0.11477463,0.07037016,0.22545487,0.14376159,0.12259556,-0.012749877,-0.12421392,-0.0363104,-0.079928465,0.18651882,-0.07632931,-0.08046465,0.023428606,0.074270226,-0.06873106,-0.15159455,-0.06132178,0.22669166,0.07223879,-0.17257503,-0.15630955,-0.02521464,0.101577625,-0.0049979445,0.014231572,0.08939628,-0.04077149,-0.07517139,0.0077876127,-0.09843367,-0.11605779,-0.07421901,-0.05383751,0.11537898,-0.17843615,0.12112628,0.02182544,0.08210083,0.0017475456,0.041217986,-0.017113114,0.009557127,0.02768942,0.13535607,0.04619441,0.09364323,-0.030299485,-0.07782863,-0.0061959606,-0.020132886,-0.09134473,0.03530594,0.017627817,0.023888959,-0.2229344,-0.064653516,-0.0026587415,0.026022749,-0.12198147,0.019359173,0.009169545,0.020975595,0.10340257,0.021117708,-0.013117179,-0.053172067,0.10057701,-0.00871529,-0.2146641,-0.16802861,-0.0096232705,0.0044976305,0.00022980932,-0.07183696,0.022019016,-0.00032481528,-0.04327966,0.09189513,0.08518699,-0.08492215,0.019612681,0.0880765,-0.060474694,0.044441633,0.0350726,0.12357834,-0.020510955,0.0003086027,0.02311788,0.026769275,-0.018318787,-0.01934541,-0.11327683,0.0078113177,0.028249454,-0.052937906,0.15508892,-0.013352838,-0.020015502,0.019983565,0.016018845,-0.08466181,-0.0030679777,0.093158424,-0.008256132,-0.22305366,-0.115379386
PVT1,-0.042310726,0.0257084,0.060705107,0.0111137135,0.009763545,0.06864977,0.116990656,0.05872155,0.03169565,-0.075968616,-0.18428376,-0.044161048,-0.06705936,0.029935095,0.0006746324,-0.012894446,0.11801461,-0.06742123,-0.04630871,-0.0093779955,0.02476186,0.010122549,0.0055812052,-0.054421112,0.016691143,-0.09935178,0.06476864,-0.08120542,0.13344204,0.001280443,-0.15672709,-0.1965245,0.011323091,-0.036106773,0.12569313,-0.08039309,-0.058992166,0.15672474,-0.0030097635,0.04288584,0.091169,0.021520566,0.014549451,0.048613675,-0.06096901,-0.019212244,0.050389957,-0.032119803,0.0021452934,0.0054733814,0.03284955,0.004098299,-0.055248145,-0.042265683,-0.011537945,0.042293206,-0.060669694,0.03943939,-0.09275534,0.033664502,-0.07095208,-0.010054268,0.055698097,0.07910912,-0.052017536,0.18820658,-0.15834609,0.044444155,-0.019189537,0.042140372,-0.0362281,0.13398576,0.042274956,-0.11396404,-0.097209364,0.00064510154,0.09614642,0.052025408,-0.07122539,0.12142306,-0.013532303,0.02732738,-0.012326895,0.14645599,0.049884472,-0.061860703,-0.08176137,-0.2062182,-0.019713765,-0.055257343,0.05724193,0.043500632,-0.005072795,0.11522205,0.05624767,-0.06987109,-0.13627514,-0.15165436,0.113208726,0.15613277,-0.021268412,-0.048758574,-0.08930212,0.0004739305,0.010656283,0.06620988,0.062198695,-0.046101093,0.16473325,-0.005023594,-0.021341402,0.057371676,-0.09892892,0.045262054,0.0023354737,0.054272305,-0.07186419,-0.014792625,-0.025431708,0.0074775997,0.115282364,-0.0012692265,-0.012412703,0.070619926,-0.10587439,-0.003959534,-0.15314147,-0.056401074
LINC00052,0.02753371,-0.0021484718,0.17337337,-0.04310529,0.044864517,-0.21309443,-0.03753522,-0.14454779,0.0869416,-0.017797776,-0.1461891,0.08032533,0.0771794,-0.14088081,0.06802388,0.06370813,-0.60093164,-0.05861534,0.065454,0.21618706,0.20862724,0.038388725,0.016494919,0.043919045,0.048656873,-0.0036091504,-0.139923,-0.011981218,0.03553931,0.19586459,-0.101277255,0.17662044,-0.18889937,0.11057861,0.06644572,0.030432157,0.040880907,-0.20966493,0.18885538,-0.013924078,0.17828211,0.09280233,-0.21095742,-0.07717309,0.09776667,0.3005461,0.12130554,-0.06028355,-0.20156993,-0.1111924,0.12059,-0.0003783162,-0.036321986,0.1576744,0.08059691,0.07564589,0.08795346,0.08292633,-0.010171748,0.019152746,-0.035052825,-0.23810326,0.2729934,0.09635319,0.08027161,-0.059066582,-0.11276618,-0.14327458,0.13454404,-0.024625147,-0.06523975,-0.17412291,-0.038732164,-0.043080255,-0.029730886,-0.082023025,-0.1309797,-0.04575631,0.19180994,0.052564777,0.07093901,0.006825419,0.006562093,-0.07100603,0.027849985,-0.03243442,-0.033316344,-0.089716315,-0.036134847,0.017274821,-0.025511958,0.12221364,-0.042144608,-0.08789281,0.11554809,-0.13684641,0.020594982,-0.056859393,0.083834335,0.04517688,-0.037986964,0.026034836,0.10143786,-0.034380972,0.053185932,-0.02842796,0.123807386,-0.102008246,0.12684615,-0.18016174,-0.11038847,0.21745747,0.05895639,0.17733839,0.14059468,-0.07365267,0.14274295,-0.13096078,0.050584063,-0.018211357,-0.0074330256,-0.082171716,0.2232813,0.064960934,-0.070320226,-0.03368729,0.08908456,-0.044052415
CASC15,0.10458419,-0.08577148,0.021030126,-0.10175179,0.0018520756,-0.057400376,-0.046551798,-0.068040594,-0.17965992,0.079572,-0.028703563,-0.040485315,-0.042087093,-0.18512036,0.09545108,0.11585148,-0.030316312,0.12756221,0.10272771,0.09707122,0.16356328,-0.08282367,0.006470901,-0.096815765,-0.06417261,0.11723201,-0.020635702,-0.0784761,-0.04421292,0.1879795,-0.053464223,0.020973573,0.07856412,-0.27176562,-0.18596603,0.019295573,-0.09617329,0.063882396,-0.09930321,0.084774196,0.016357806,0.026271572,-0.056219094,-0.050315235,-0.11546521,0.07229866,-0.044849314,0.045773268,0.083309665,0.12784283,0.016726542,-0.04095737,-0.084470674,0.04296555,-0.08650546,-0.08852933,0.033245318,-0.16007578,0.13957457,-0.042222776,0.086573645,0.18922457,0.01725065,0.018606856,-0.19799913,-0.029533008,0.058296278,0.009746039,0.1545591,-0.112697,0.044633422,0.015823621,0.016682126,0.18082732,-0.092827894,0.14117052,0.08648878,-0.0648424,-0.108965166,-0.02662058,0.082606494,0.011578237,-0.15851957,0.10340034,-0.12751167,-0.026105968,-0.055098686,-0.06483457,0.06686708,0.0044911793,-0.17509358,-0.09499463,0.07179083,-0.093864076,0.011959315,-0.079076864,-0.005330844,-0.05501572,0.1256503,0.045107473,-0.12294893,0.0032093648,0.0018682189,-0.1395757,0.092543505,-0.0067093857,0.0011177419,-0.080578044,0.099196725,-0.030628372,0.10855655,-0.05439622,0.080863655,-0.106791325,0.13362497,-0.019045858,-0.0870056,0.012612142,0.06630183,0.04737985,-0.08647137,0.081487134,-0.14260086,0.036924828,0.0102387,0.04601399,0.08888625,-0.06582158
